"","x"
"120_at",0.080184945743685
"1200_at",-0.0231826577070169
"1201_at",0.0176404750446051
"1202_g_at",-0.0214060717651134
"1203_at",-0.011412702958673
"1204_at",0.0618903158706068
"1205_at",0.016559242463285
"1206_at",-0.106452517506063
"1207_at",-0.161639337703117
"1208_at",-0.0148264589765605
"1209_at",0.0705410378852278
"121_at",-0.0451218371543876
"1210_s_at",-0.00547545606278343
"1211_s_at",0.0666962562354387
"1212_at",0.021153696891629
"1213_at",0.0511463260041352
"1214_s_at",-0.00357388950026727
"1217_g_at",-0.314876498495108
"1218_at",-0.1038921024988
"1219_at",0.0772150702847443
"122_at",-0.130196288170522
"1220_g_at",0.00846155537540416
"1221_at",0.0273480263986139
"1222_at",0.134150248501498
"1223_at",-0.0187739049252011
"1224_at",-0.0430819086924681
"1225_g_at",-0.0568444640628156
"1226_at",-0.0102593755785374
"1227_g_at",-0.0482518289625757
"1228_s_at",0.112157345600455
"1229_at",0.0719706997334928
"123_at",-0.0797831192454397
"1230_g_at",0.091005780800107
"1231_at",0.181159606790614
"1232_s_at",-0.503635082199902
"1233_s_at",-0.0566387100543457
"1234_at",-0.0755788568783755
"1235_at",0.0750487673731728
"1236_s_at",-0.0407657273596393
"1237_at",0.133208690661897
"1238_at",-0.0204369449660802
"1239_s_at",-0.117185727904126
"1240_at",-0.0953053086314943
"1241_at",-0.152986207311896
"1242_at",-0.0530146717759041
"1243_at",0.0501127356253201
"1244_at",0.0236972990700768
"1245_i_at",0.103171295101226
"1246_at",-0.0167732659723792
"1247_g_at",-0.0468689033557401
"1248_at",-0.0960901226171487
"1249_at",0.167592612697343
"1250_at",-0.190286831990626
"1251_g_at",-0.0902128809728311
"1252_at",0.176881390677135
"1253_at",-0.0017982969631487
"1254_at",0.0297352662580543
"1255_g_at",-0.0616394883071858
"1256_at",0.0205276463303583
"1257_s_at",-0.00378046887816774
"1258_s_at",0.0683016155259641
"1259_at",-0.0812645349131094
"126_s_at",-0.470167516267765
"1260_s_at",0.086911423218248
"1261_i_at",0.0118743335100138
"1262_s_at",0.125366958403878
"1263_at",-0.00241567250698016
"1264_at",0.0895224977151811
"1265_g_at",0.0945566766296497
"1266_s_at",-0.0718214096587748
"1267_at",0.128490913483033
"1268_at",0.0144630358026094
"1269_at",0.43038954498214
"1270_at",0.00310823894877776
"1271_g_at",0.0249482138901478
"1272_at",-0.255557649907682
"1273_r_at",-0.0786406852598582
"1274_s_at",-0.143670661414038
"1275_at",0.118364408169075
"1276_g_at",-0.0170999451298635
"1277_at",0.0354800910871809
"1278_at",0.192340233605447
"1279_s_at",-0.132307612693214
"128_at",0.39455979737111
"1280_i_at",0.0490593003272608
"1281_f_at",0.00220628186440441
"1282_s_at",-0.069800996850035
"1283_at",-0.0981020787978174
"1284_at",-0.104477575833025
"1285_at",-0.0796710222415153
"1286_s_at",0.0346436535993213
"1287_at",-0.11078924231772
"1288_s_at",0.00248229862175009
"1289_at",-0.0467673204427808
"129_g_at",0.373258092302556
"1290_g_at",-0.00429012854193189
"1291_s_at",-0.132563779316951
"1292_at",0.0861057097551412
"1293_s_at",-0.0449465876888342
"1294_at",0.024429950540181
"1295_at",0.0844230645944155
"1296_at",-0.0449961973886033
"1297_at",-0.0504293113145509
"1298_at",0.0866893739099849
"1299_at",0.199249367175407
"130_s_at",-0.0517512253630195
"1300_at",-0.0213859459763071
"1303_at",0.0684497306162961
"1304_at",-0.160074033572491
"1305_s_at",0.0185281775021615
"1306_at",-0.0400070921884894
"1307_at",0.136277178735687
"1308_g_at",0.0200685570814809
"1309_at",-0.0265066991656822
"131_at",-0.0404837915125731
"1310_at",-0.077225402716258
"1311_at",-0.073744574086291
"1312_at",-0.0375409072917772
"1313_at",-0.0915651146735026
"1314_at",-0.0305124830769319
"1315_at",-0.0330025057239451
"1316_at",-0.0265896941518036
"1317_at",0.01994495541362
"1318_at",-0.0811820890427011
"1319_at",0.165635642135876
"1320_at",-0.0327808892252934
"1321_s_at",0.260457872317522
"1322_at",-0.048417154485477
"1323_at",-0.0172658999034625
"1324_at",-0.116266245212347
"1325_at",0.300217894163265
"1326_at",0.0182234002492214
"1327_s_at",0.217738356025911
"1328_at",-0.0435813964487087
"1329_s_at",-0.0015120952158465
"133_at",0.121289159299508
"1330_at",-0.0589674092221184
"1331_s_at",0.00194672673471663
"1332_f_at",-0.0706658891160024
"1333_f_at",0.0424833713022652
"1334_s_at",-0.0618561986698136
"1335_at",-0.0310956398230373
"1336_s_at",-0.21034653918484
"1337_s_at",-0.0975849101939927
"1338_s_at",0.00222144119999723
"1339_s_at",-0.0561485488874882
"134_at",-0.0202882157005095
"1340_s_at",0.00341945005482303
"1341_at",0.0633119691041208
"1342_g_at",0.135327471630758
"1343_s_at",1.09531739865991
"1344_at",-0.0364695897929925
"1345_s_at",-0.0612889016764742
"1346_at",-0.0420616810290997
"1347_at",-0.0386814251542109
"1348_s_at",0.116396040583
"1349_at",0.104169851204105
"135_g_at",-0.0646516248934779
"1350_at",0.042470201645042
"1351_at",-0.0417561620341995
"1352_at",-0.00809270511450277
"1353_g_at",0.0297622910000037
"1354_at",0.0111490576537652
"1355_g_at",0.0862396623951256
"1356_at",-0.0850875263493813
"1357_at",0.0513862835218508
"1358_s_at",0.0719938249136844
"1359_at",0.0384281111727878
"136_at",-0.0512163501643863
"1360_at",0.175629589523577
"1361_at",0.0486302030031973
"1362_s_at",0.0191723790641833
"1363_at",0.294086299493943
"1364_at",0.535557589903799
"1365_at",0.218871296945795
"1366_i_at",0.0215221111957451
"1367_f_at",0.0359502317401899
"1368_at",0.472100129333392
"1369_s_at",0.180795504977542
"137_at",-0.277990074151615
"1370_at",0.399666694650883
"1371_s_at",-0.0282243229345545
"1372_at",0.325175415654914
"1373_at",-0.219337705792673
"1374_g_at",-0.10028692426398
"1375_s_at",0.0447356038366948
"1376_at",-0.15417830003601
"1377_at",0.151467619515373
"1378_g_at",0.123235456315177
"1379_at",0.122928568949301
"138_at",0.0350415768397421
"1380_at",0.342817133121477
"1381_at",-0.00570918696754208
"1382_at",-0.0386538066038526
"1383_at",0.0065769455922875
"1384_at",0.0710513693148073
"1385_at",0.381292534122809
"1386_at",-0.00182996494067922
"1387_at",-0.0232668049166123
"1388_g_at",0.467567315753464
"1389_at",0.0408825178487981
"139_at",0.0579546853679915
"1390_s_at",-0.0379832323220424
"1391_s_at",-0.0415496392241532
"1392_at",-0.0380473068279539
"1393_at",0.0461938389822907
"1394_at",0.0484367875651466
"1395_at",-0.0260485638797014
"1396_at",0.282860932100631
"1397_at",0.0369853687052892
"1398_g_at",-0.00812307539903001
"1399_at",0.014998119839432
"140_s_at",-0.0419999388998273
"1400_at",0.0160427412004092
"1401_g_at",0.0565502206054547
"1402_at",0.00450043041030956
"1403_s_at",0.376350131292637
"1404_r_at",0.443191308842849
"1405_i_at",0.549158203688394
"1406_at",-0.0600561743611401
"1407_g_at",0.0305326851794083
"1408_at",-0.147855128931472
"1409_at",-0.0310542271256649
"141_s_at",-0.075592060973249
"1410_at",0.0745896824891645
"1411_at",-0.0407966575391756
"1412_g_at",-0.121744775337839
"1413_at",0.067750612834252
"1414_at",0.06242315511754
"1415_at",-0.0142293281847046
"1416_g_at",-0.0210892806742096
"1417_at",0.283280607874909
"1418_at",-0.0197110203919069
"1419_g_at",-0.067459416036582
"142_at",-0.0759591830073318
"1420_s_at",0.0173603240925879
"1421_at",0.210060248296854
"1422_g_at",0.0765479922676942
"1423_at",0.0628735482539668
"1424_s_at",0.0105271951445771
"1425_at",0.0928872762866126
"1426_at",0.173546241850423
"1427_g_at",0.359287015780236
"1428_at",-0.086232461433756
"143_s_at",-0.0558896889634184
"1430_at",-0.0750186021804544
"1431_at",-0.00673906069560215
"1432_s_at",-0.0419956371140908
"1433_g_at",0.108033190998523
"1434_at",0.104367693864775
"1435_f_at",0.010919799413001
"1436_at",-0.115660392903401
"1437_at",-0.0424663195518131
"1438_at",0.0700479940874388
"1439_s_at",0.0805184885857346
"144_at",0.0107071103661562
"1440_s_at",0.406309503051336
"1441_s_at",0.486711763039083
"1442_at",-0.103118671181343
"1443_at",-0.1748730205258
"1444_at",0.0129748881406693
"1445_at",0.0296394992862516
"1446_at",-0.00974625199281443
"1447_at",-0.0638785598837432
"1448_at",-0.00341450169230573
"1449_at",-0.0542004069495805
"145_s_at",-0.00442659783207211
"1450_g_at",-0.052505911490401
"1451_s_at",0.485485295448473
"1452_at",0.116555928647573
"1453_at",0.136184616283892
"1454_at",0.0012651869518332
"1455_f_at",0.0405840653636487
"1456_s_at",0.490009852757139
"1457_at",0.170583440479372
"1458_at",0.0266598057192484
"1459_at",0.026858844372234
"146_at",0.0128756854193095
"1460_g_at",0.0873928043123318
"1461_at",0.259232417063811
"1462_s_at",-0.158724077323104
"1463_at",0.0789625207196734
"1464_at",-0.0173749915873493
"1465_s_at",0.028873266716979
"1466_s_at",0.291086517389158
"1467_at",0.248444341853121
"1468_at",-0.161272700129517
"1469_at",-0.00555386977879779
"147_at",0.0736902111153348
"1470_at",-0.0875444671322323
"1471_at",-0.082641265114062
"1472_g_at",-0.345995271838483
"1473_s_at",-0.511493385386895
"1474_s_at",-0.505990283680159
"1475_s_at",-0.181259409745772
"1476_s_at",-0.214253131212182
"1477_s_at",0.0238445397215845
"1478_at",0.349194978382641
"1479_g_at",0.167019456190386
"148_at",0.291416003517741
"1480_at",-0.128024365870335
"1481_at",0.762443297332417
"1482_g_at",0.679428609563339
"1483_at",-0.0404903139630024
"1484_at",0.118963491049739
"1485_at",0.306927321131508
"1486_at",-0.0857528275766613
"1487_at",-0.054002074101491
"1488_at",0.290427662602064
"1489_s_at",-0.054525290352657
"149_at",-0.166897097103448
"1490_at",0.0862254465519536
"1491_at",-0.276228034149089
"1492_f_at",-0.0619118334797457
"1493_r_at",-0.0665286853633043
"1494_f_at",-0.0188240792985177
"1495_at",0.0887841301483161
"1496_at",0.0641540675686021
"1497_at",0.0387706788268112
"1498_at",-0.0789281211713575
"1499_at",0.0513753567226631
"150_at",0.0201698427588162
"1500_at",-0.367606583792623
"1501_at",0.403345074453576
"1503_at",-0.116499667812896
"1504_s_at",0.0305274767010708
"1505_at",-0.324682379733446
"1506_at",0.0873286597501395
"1507_s_at",0.274240212845923
"1508_at",-0.0358796189035191
"1509_at",-0.0483453565935728
"151_s_at",-0.0763517650910175
"1510_g_at",0.0275030520251469
"1511_at",-0.0506019565950346
"1512_at",0.0265324607358353
"1513_at",-0.0521179877989684
"1514_g_at",0.067489975260308
"1515_at",-0.188637242478266
"1516_g_at",-0.174435161311456
"1517_at",-0.117881665906814
"1518_at",-0.0121598187665619
"1519_at",0.233148471880183
"152_f_at",-0.163369858654666
"1520_s_at",0.162601537580492
"1521_at",-0.139449103285608
"1522_at",-0.0181670436953449
"1523_g_at",0.0564606202273981
"1524_at",-0.0450498422695378
"1525_s_at",-0.105712438297029
"1526_i_at",0.0757337748856077
"1527_s_at",0.327196743798116
"1528_at",-0.117635189695287
"1529_at",0.150705516801376
"153_f_at",-0.358307929460819
"1530_g_at",0.471120866819668
"1531_at",0.00316852819590752
"1532_g_at",-0.0708041831941919
"1533_at",0.050795818321814
"1534_at",0.131334676487455
"1535_at",0.0918990394605623
"1536_at",-0.395805440408028
"1537_at",0.293969310707858
"1538_s_at",0.162340830549672
"1539_at",-0.0809028952390931
"154_at",0.0937857790478989
"1540_f_at",-0.0364772319785258
"1541_f_at",-0.0152420602610619
"1542_at",-0.0113802281733821
"1543_at",0.0358714298214193
"1544_at",-0.178519316625905
"1545_g_at",0.0693324768802188
"1546_at",-0.144438056489254
"1547_at",-0.0417041954704858
"1548_s_at",0.00232180117579484
"1549_s_at",0.666528426258989
"155_s_at",0.0715912484968666
"1550_at",-0.0887575215390002
"1551_g_at",-0.102068817578974
"1552_i_at",0.0151108782105474
"1553_r_at",-0.0275110629954296
"1554_f_at",-0.0543298880946583
"1555_f_at",-0.0296575586919761
"1556_at",0.00998333581969968
"1557_at",0.0180818584393521
"1558_g_at",0.205131597570768
"1559_at",-0.0806523274436013
"156_s_at",-0.0512513473971388
"1560_g_at",0.013836702883169
"1561_at",-0.0433097830137956
"1562_g_at",-0.00177688837773671
"1563_s_at",0.107376973082553
"1564_at",0.0363157073667777
"1565_s_at",-0.0126865342215576
"1566_at",0.018855828020941
"1567_at",-0.0256389950807026
"1568_s_at",0.0307920346344011
"1569_r_at",0.0655416404227596
"157_at",-0.662666668828021
"1570_f_at",0.022395656372845
"1571_f_at",0.121640629428788
"1572_s_at",-0.0569503493149437
"1573_at",0.0186367086165096
"1574_s_at",0.0265010856108692
"1575_at",0.145907426105453
"1576_g_at",-0.0408566285316689
"1577_at",-0.11444456658143
"1578_g_at",-0.0897000122597726
"1579_at",0.00667487201548256
"158_at",0.129489416237955
"1580_f_at",-0.0601565184987978
"1581_s_at",-0.0803892527586658
"1582_at",0.153216966877403
"1583_at",0.119029778467359
"1584_at",-0.231381760846511
"1585_at",0.198697566013272
"1586_at",-0.0411760896644118
"1587_at",0.0216818466693307
"1588_at",0.0445952173166291
"1589_s_at",0.0759587062274913
"159_at",0.0338369346603788
"1590_s_at",0.0647978019145861
"1591_s_at",0.0895721626742847
"1592_at",-0.267459428252562
"1593_at",0.0461159830484699
"1594_at",-0.0473540623336357
"1595_at",0.0543745319405413
"1596_g_at",0.600887072109964
"1597_at",0.125274946308852
"1598_g_at",0.0566069841480616
"1599_at",-0.168781340290619
"160_at",-0.0276615529804731
"1600_at",0.00368309027182656
"160020_at",-0.0906379201588787
"160021_r_at",0.24527525512515
"160022_at",0.19987680267276
"160023_at",0.0690013793933535
"160024_at",-0.141431806274736
"160025_at",0.299819035063788
"160026_at",-0.0216524942738145
"160027_s_at",-0.0147552188659266
"160028_s_at",-0.063736326110273
"160029_at",-0.310837228501369
"160030_at",0.209235314710551
"160031_at",0.276109670064384
"160032_at",0.0877073221095521
"160033_s_at",-0.115998167531782
"160034_s_at",-0.0588675859985521
"160035_at",0.106870287840355
"160036_at",-0.0122748274015172
"160037_at",-0.0814371089717816
"160038_s_at",-0.0801828745605169
"160039_at",-0.138992839320445
"160040_at",0.081231235180981
"160041_at",0.00433542277169607
"160042_s_at",-0.0798857378771276
"160043_at",-0.272799886208249
"160044_g_at",-0.0493084833985489
"1601_s_at",0.0641602740700651
"1602_at",0.117171896932244
"1603_g_at",-0.00649454232470403
"1604_at",0.0705784956117175
"1605_g_at",-0.103249801868071
"1606_at",0.0870739705434866
"1607_at",-0.0650916263344874
"1608_at",-0.03450185668358
"1609_g_at",-0.0656635997657056
"161_at",0.157954813528113
"1610_s_at",-0.3209821815936
"1611_s_at",0.160349710401066
"1612_s_at",-0.0157987086289433
"1613_s_at",-0.0392839533388889
"1614_s_at",-0.088731090701714
"1615_at",-0.00789850782932877
"1616_at",-0.137179067702168
"1617_at",-0.0318364774849313
"1618_at",0.064405027544386
"1619_g_at",-0.0314294847426717
"162_at",-0.0181970582921234
"1620_at",0.0327611898277598
"1621_at",-0.0870472928489689
"1622_at",0.0799311201417823
"1623_s_at",0.145823653414184
"1624_at",-0.00545786176688501
"1625_at",0.00721398935438367
"1626_at",-0.0765074858477535
"1627_at",0.0762877229340844
"1628_at",-0.123247910549906
"1629_s_at",0.335217453642354
"163_at",-0.0176794776969671
"1630_s_at",0.0537403019662979
"1631_at",-0.0381987043059204
"1632_at",-0.0158977274474454
"1633_g_at",-0.13032218774743
"1634_s_at",-0.0119761346748872
"1635_at",-0.0798126183247989
"1636_g_at",-0.0527124112862238
"1637_at",-0.028134132710149
"1638_at",0.0436435883631163
"1639_s_at",-0.055013144058256
"164_at",-0.0369954079995987
"1640_at",0.0529248477865429
"1641_s_at",-0.0650747744587354
"1642_at",-0.0960043068975569
"1643_g_at",-0.0341278013540687
"1644_at",-0.108727270800619
"1645_at",-0.086873545624371
"1646_at",0.0377991331082534
"1647_at",0.0224672964570183
"1648_at",0.120852942085205
"1649_at",-0.0815152001855028
"165_g_at",-0.0949009049778771
"1650_g_at",-0.0420869960383077
"1651_at",-0.0278750537246615
"1652_at",-0.0722456590308602
"1653_at",0.0036845822443512
"1654_at",-0.0911782454823187
"1655_s_at",0.0428852776219107
"1656_s_at",-0.045332851703505
"1657_at",-0.107164384111936
"1658_g_at",-0.0837867141429121
"1659_s_at",-0.0704094324592561
"166_at",-0.0297973831891187
"1660_at",-0.0122105801725874
"1661_i_at",0.0162613388329502
"1662_r_at",-0.0133923360620871
"1663_at",-0.0457154933997801
"1664_at",-0.0363473469973394
"1665_s_at",0.135543868988251
"1666_at",0.141361769306922
"1667_s_at",-0.0357829909852487
"1668_s_at",-0.0916015371263579
"1669_at",0.297254724680261
"167_at",-0.0170507859922484
"1670_at",-0.0415858929861683
"1671_s_at",0.0195388633626425
"1672_f_at",0.204503185651304
"1673_at",0.0740729866867174
"1674_at",0.0484176285821418
"1675_at",0.0952354176314723
"1676_s_at",-0.0395209057699781
"1677_at",-0.0423915799357406
"1678_g_at",0.0852160405465667
"1679_at",0.126033882981249
"168_at",0.377540350216089
"1680_at",-0.0101696673266314
"1681_at",-0.0925159990469981
"1682_s_at",-0.0709362978927488
"1683_at",-0.0317298358230524
"1684_s_at",-0.0852663639953943
"1685_at",0.170392726682999
"1686_g_at",0.134951951330053
"1687_s_at",0.0306010989678354
"1688_s_at",-0.0269317556685622
"1689_at",-0.0629495292197597
"169_at",-0.0636433445786964
"1690_at",0.0395330486657914
"1691_at",-0.00517459408342802
"1692_s_at",-0.0469369931813015
"1693_s_at",-0.0242059301667221
"1694_s_at",-0.0419971528972682
"1695_at",0.0115869160889392
"1696_at",-0.0262587253756799
"1697_s_at",0.0038911785211635
"1698_g_at",-0.0242951945551746
"1699_at",-0.157725765894597
"170_at",-0.0283519039455373
"1700_at",-0.077269503906404
"1701_at",-0.114260595309418
"1702_at",0.228382475637989
"1703_g_at",-0.030178789988603
"1704_at",-0.0432233704723513
"1705_s_at",-0.0248620974324374
"1706_at",0.0085263554896442
"1707_g_at",-0.0196944536716126
"1708_at",0.113075824731619
"1709_g_at",0.158713568209992
"171_at",-0.0335744197209107
"1710_s_at",-0.111629736934379
"1711_at",-0.0691124934675424
"1712_s_at",0.120350992571119
"1713_s_at",-0.0487595703166583
"1714_at",-0.0695044723374441
"1715_at",0.817735137118171
"1716_at",-0.0685873375836836
"1717_s_at",0.537081935623239
"1718_at",0.102677827464944
"1719_at",-0.0244601282952999
"172_at",0.0562712478533949
"1720_at",0.112826978495958
"1721_g_at",-0.228528254820683
"1722_at",-0.0716275048116533
"1723_g_at",0.0318627751744085
"1724_at",-0.0616772867693265
"1725_s_at",-0.0475164897269333
"1726_at",-0.170594984853024
"1727_at",-0.0332356333566002
"1728_at",0.00407200886925141
"1729_at",0.0631421177727904
"173_at",-0.0547776636540387
"1730_s_at",-0.0680204383551548
"1731_at",0.159610181116606
"1732_at",-0.00581370819608162
"1733_at",-0.0758613274867352
"1734_at",-0.0134998622559888
"1735_g_at",-0.0120783340386483
"1736_at",0.339372746839307
"1737_s_at",0.148835323402358
"1738_at",-0.190253964612748
"1739_at",0.235516150063011
"174_s_at",0.283900337710713
"1740_g_at",0.0538885961044053
"1741_s_at",0.183506310137747
"1742_at",-0.0299365020730997
"1743_s_at",0.206908380717646
"1744_at",-0.0635699458572521
"1745_at",0.0982954587034677
"1746_s_at",-0.036614182964273
"1747_at",0.00308071128443865
"1748_s_at",-0.162854420517203
"1749_at",-0.0802220525741129
"175_s_at",-0.106068103079305
"1750_at",-0.111993215821713
"1751_g_at",-0.142020221554437
"1752_at",-0.00218983216653768
"1753_s_at",-0.132645533529826
"1754_at",-0.0301933562826788
"1755_i_at",-0.00688390689749152
"1756_f_at",0.185086196436606
"1757_i_at",0.303055814839811
"1758_r_at",0.351081853539322
"1759_f_at",0.0267615370594068
"176_at",0.0959759436386316
"1760_s_at",-0.0657246147505806
"1761_at",0.332762316789166
"1762_at",0.0771495623091676
"1763_at",-0.0136322356341383
"1764_s_at",-0.121639779847545
"1765_at",-0.0195428673515892
"1766_g_at",-0.105971151278592
"1767_s_at",0.175713856995054
"1768_s_at",-0.0262903342774932
"1769_at",-0.0720130498538165
"177_at",0.0881418217845846
"1770_at",0.0535157858803471
"1771_s_at",0.112404462028408
"1772_s_at",0.0777246448336759
"1773_at",0.0250916869345501
"1774_at",0.184730103127966
"1775_at",-0.138635991742244
"1776_at",0.271797207920792
"1777_at",0.00327582279854544
"1778_g_at",0.00489545567184879
"1779_s_at",-0.0814417115235346
"178_f_at",-0.115033161435892
"1780_at",0.0197731492532018
"1781_at",-0.0687654430510956
"1782_s_at",-0.172600235977648
"1783_at",-0.0140144325929568
"1784_s_at",0.0810228943603641
"1785_at",0.10577655579912
"1786_at",0.0646906216515084
"1787_at",-0.105990460141753
"1788_s_at",-0.0281277158153164
"1789_at",0.0356525436386219
"179_at",-0.0573163648124337
"1790_s_at",-0.0357379773170212
